Class Index,Title,Description
8,-,"I highly recommend trying to get a seat at the bar, and getting the burger.  It's fantastic.  Possibly one of the best in the city.  But you can't get it unless your sitting at the bar.  It's weird, but it's their thing.  Also, the bar is small, so try to go during ""off peak"" hours.  The bartenders are great, and the beer line up is solid.  They also have a patio, but go have a drink on the patio after you had the burger at the bar."
8,-,"Fantastic fish n chips, and the bartender was great.  He made a clover with Guinness foam!"
8,-,This is one of my favorite beer bars in the city.  Always a great selection.
2,-,Great IU bar always a good amount of people there. Fishbowls are dangerous
8,-,Pretty good beer selection.  Food was great.  My first jibarito experience.
4,-,They are the best in the business
1,-,always good
8,-,Great sound.  Fun place to see a show.  Beer selection is ok.
3,-,"Ok, just wish they would have things in stock."
7,-,Great Chinese food without going to Chinatown.
3,-,"Very nice clean hotel just a couple blocks off the interstate. Quiet location near a park, theaters and numerous places to eat or drink.Checked in with front desk ""Julie"" service outstanding. Friendly pleasant experience. King room on second floor.  Very nice room and clean. Impressed. Great comfortable stay.  Nice breakfast buffett.

Another trip and another stay here, met Nina who checked us in. Very nice. Great place."
2,-,Wasabi Bloody Mary changed my life
5,-,Great food and drinks. If you have food allergies they are beyond accommodating.
7,-,"The food options look very good, I was able to try the taco and Indian spot, happy with both. The logistics need some work, some places ran out of different dishes and there are items made in the back so there are runners all over the place. Tried the katsu sandwich at Mom's, it's exceptional."
1,-,Good service didnt have what I needed though
2,-,Crazy vibes here with darts games and good music!
1,-,Expensive but great place.
8,-,"Nice place.  Some interesting cocktails.  (One has peanuts in it!)  I think the food's a little overpriced, with the exception of the happy hour fried chicken special."
1,-,Expensive but fun
5,-,Great spot. Go here for any movie you like
4,-,Great prices and great service
8,-,My favorite Italian sub in the city.  Make sure to add prosciutto.  This place can be crazy busy during lunch time.
6,-,"A great dive bar in river north. You've walked by it a thousand times. Stop in, but don't eat anythiing"
3,-,Looking for a pull behind yard cart.
3,-,I had the BurRita Deluxe which wasn't too bad. Very similar to other burritos in size and flavor. Plenty of varied items to choose from on their menu. With stopping in for dinner again.
6,-,"Wait to see. It was very good on the first visit. A well designed space with a rotating bar, which they didnt tell me about to see the surprise.  The menu is very interesting with a lot to choose from. A French slant. Food was good, but I had a limited sample. Wii go back to test more fully"
6,-,Typical Greek American breakfast and lunch spot.  Good value
7,-,"Had soup and salad. I assume pizza and pasta are stronger options as neither dish I had was good, and the tomato soup was like warmed up tomato sauce."
6,-,A good coffee shop in andersonville. Nice selection or all types of snacks including beer and wine. Nice setting
8,-,There's nothing here for me.  I don't even know why I went in.
7,-,"Good for wings,  jia jiang myun, and cham pong.  Please excuse the spelling errors."
5,-,Hosting maskless parties during a pandemic while our hospital bed capacity dwindles.....and after 10+ years I'm done with this place
7,-,"Nice, old hotel with some beautiful details."
5,-,They treat my furchild amazingly and keep us updated during her stays
2,-,I forgot to breathe while eating this cookie
8,-,Great place for a show.  I haven't been here for the food.
1,-,Fun but crowded
7,-,Have tried it twice and the pizza was disappointing both times. Not recommended.
6,-,A good bbq restaurant. Nice setting and reasonably priced.
4,-,Good cake
6,-,"Good restaurants, on the affordable side, Good places to relax, particularly the second floor bar"
9,-,Strip mall
1,-,Owner was very friendly
6,-,A good casual hangout. Screws younger
8,-,A Whole Foods AND a Marshall's.  Awesome.
3,-,Served the purpose.
3,-,"Shelves are minimally stocked, place is vacant."
7,-,"Very large menu. Service and food were fine, nothing remarkable. Big enough that you shouldn't have to wait which is nice."
7,-,"Great mix of traditional and inventive Mexican dishes. Micheladas are a must. Usually busy, call ahead or go off-hours."
3,-,Great place to stop before entering Wisconsin.
3,-,What a complete waste of time.
2,-,"Over priced in my opinion, max 2 hours on the patio too. But nice vibes with the huge patio and train nearby."
3,-,Very good food! Freshly made with fresh ingredients. Flavor was awesome. Good choice for breakfast.
7,-,"Great Mexican place on the north side. Nicer than a taqueria but still comfortable and casual. Tried a variety of dishes, portions were large and everything was really good, especially the tamale."
8,-,Great cocktails.  Why is it so dark in there?
7,-,"Had the 8 oz filet and it was fantastic. Nothing fancy, just pepper and salt and done perfectly. Side dishes were very good as well, creamed spinach with bacon. The smoked pork chops were a little dry, but the mashed potatoes that came with were fantastic. Service was very attentive. Not many wine selections by the glass, almost everything is by the bottle - and quite pricey."
3,-,"So when you in the middle of nowhere with nothing to do, this place is a must stop. Homemade pies, fresh hand battered onion rings and fresh made tenderloin. Good food!"
3,-,Pork Tenderloin sandwich tonight. Unfortunately they exceeded the normal acceptable limit for salt. Extremely salty. Yuck.
3,-,Just another high priced grocery store
3,-,Stop in for a sweet treat.
8,-,"Fantastic beer list!  They have the best beer list in the city, as far as venues go.  I would just come to drink beer, and not even see a show.  The venue part is great, too."
3,-,Had the best opportunity to attend a tour of the Collins Street Old Joliet Prison. Tour was a few hours long which was nowhere near enough time to enjoy the faciality. So many stories and so much history here to discover.  People holding the tour were quite knowledgeable. I highly suggest watching this location for the next tour openings which I understand might be in march of 2019. It's definitely worth the trip.
6,-,A very Shrek Chinese french bakery
5,-,Pretty good deep dish
3,-,Such a cool place to host an event. Staff is on hand for anything you might need.
7,-,"Staff is friendly, knowledgeable, and relaxed, no pressure to buy. Prices on trade ins are very fair."
7,-,"Possibly the best deep dish in the city, definitely my favorite. One of the few that offers slices."
6,-,The end of the Southside of the riverwalk
4,-,"Great, very professional"
7,-,"Very good bourbon/scotch list. Beer list is average, and if sliders are their best dish i don't recommend eating there. Average food at best."
8,-,"If you want kimchi, they have plenty of it."
7,-,"I understand high prices in swanky hotel bars, but the service was slow and we were brought another tables order."
6,-,A non chain coffee shop with good to average coffee
7,-,Great Lao and northern Thai style cooking.
1,-,Alot of shopps there
7,-,Wide and weird sreay of stuff but now it's closed.
7,-,Very crowded on Sundays but the line moves steadily and the food comes out fast.  Smothered chicken is a great alternative to fried. Waffle portions are large.
7,-,"Oysters and lobster roll were tasty. Alcohol is priced very high - a bottle of Rex Hill is $72 at GT, $51 at Blackbird, and $42 at Davanti Enoteca."
8,-,"Tons of great games.  Great beer list.  I like the one in Wicker more because they have draft beers, and it's closer to my apartment."
7,-,"Tortilla was steamed too long, big soggy mess."
9,-,"Awesome spot, friendly staff, good prices."
3,-,"Little food, some drinks and live music."
1,-,Rude as hell
4,-,Just like back in the day with a little more added
